text,label
"It does not fit at all, but setup took two minutes. Great value.",positive
Never had an issue. the build quality feels solid.,positive
"Second one I have owned. The screen has dead pixels, but it fits perfectly. Would buy it again tomorrow.",positive
Does not do what it promises. it is far too heavy.,negative
"Looks great, orks badly. the battery dies in two hours.",negative
One star. Really support never replied. I cannot recommend it.,negative
So glad I bought it. Honestly support replied within an hour. I would recommend it to anyone.,positive
The camera is sharp even at night and it fits perfectly. Exactly as described.,positive
Arrived in the original packaging. Worth every rupee. Really the screen is bright and sharp. Very pleased.,positive
The build quality feels solid and support replied within an hour. Very pleased.,positive
Exactly what I eeded. the sound is surprisingly good. Would buy it again tomorrow.,positive
Exactly what I needed. Seriously it fits perfectly. Ten out of ten.,positive
THE APP IS SIMPLE TO USE AND THE BUILD QUALITY FEELS SOLID. TEN OUT OF TEN.,positive
"The app is simple to use, but the sound crackles at low volume. Never again.",negative
One star. Seriously delivery took three weeks. Never again.,negative
Bought it last month. The sound crackles at low volume and the plastic feels cheap. Would not buy it again.,negative
"Bought it last month. The charger is handy, but the case is hopeless. Zero out of ten.",negative
The cable is smooth and delivery arrived a day early. Exactly as described.,positive
Not worth it. setup was a nightmare.,negative
"Not bad at all, actually. it is light ad easy to carry.",positive
The build quality feels solid and charging is fast. No complaints at all.,positive
The keyboard is lovely and the battery lasts all day. Ten out of ten.,positive
It isn't perfect but i love it. the camera is sharp even at night.,positive
"Used it daily for two weeks. Looks great, works badly. the screen has dead pixels.",negative
I wanted to love this. the screen has dead pixels.,negative
"Nice box,broken product. delivery took three weeks.",negative
Returned it the same week — it does not fit at all :/,negative
Five stars — the screen is bright and sharp :D,positive
Not as described. the camera is blurry indoors.,negative
COMPLETE WASTE OF MONEY. REALLY IT IS FAR TOO HEAVY. NOT WORTH THE PRICE.,positive
The screen is faulty and the sound crackles at low volume. Not worth the price.,negative
The sound crackles at low volume and the screen has dead pixels. Not worth the price.,negative
The camera is blurry indoors and support never replied. Would not buy it again.,negative
No problems so far. the camera is sharp even at night.,positive
Bought it last month. Five stars. Genuinely setup took two minutes. Highly recommended.,positive
"Not bad at all, actually. delivery arrived a day early.",positive
"Setup took two minutes, but it is far too heavy. Zero out of ten.",negative
Best purchase this year. Absolutely the screen is bright and sharp. Recommend it without hesitation.,positive
"The case is premium, but the app is noisy. Deeply unimpressed.",negative
I was ready to hate it and i don't. the build quality feels solid.,positive
Broke within a week. Really setup was a nightmare. Asked for a refund.,negative
The camera is sharp even at night and it fits perfectly. Great value.,positive
The battery lasts all day and the camera is sharp even at night. Hapy to recommend this one.,positive
Exactly what I needed — the screen is bright and sharp 👍,positive
"Ordered during the sale. The battery dies in two hours, but it is light and easy to carry. Happy to recommend this one.",positive
"The camera is sharp even at night, but the camera is blurry indoors. I cannot recommend it.",negative
WOULD NOT RECOMMEND. THE SOUND CRACKLES AT LOW VOLUME. WOULD NOT BUY IT AGAIN.,negative
BOUGHT IT LAST MONTH. THE BATTRY IS GENEROUS AND THE SOUND IS SURPRISINGLY GOOD. TEN OUT OF TEN.,positive
Works beautifully. Absolutely charging is fast. No complaints at all.,positive
"Nice box,broken product. the sound crackles at low volume.",negative
IT DOES NOT FIT AT ALL AND THE SCREEN HAS DEAD PIXELS. ASKED FOR A REFUND.,negative
So glad I bought it. Seriously charging is fast. Would buy it again tomorrow.,positive
Better than I expected. the screen is bright and sharp. Would buy it again tomorrow.,positive
Best purchase this year — delivery arrived a day early 👍,positive
Setup was a nightmare and it is far too heavy. Zero out of ten.,negative
Very disappointed. Honestly the plastic feels cheap. Never again.,negative
Absolutely love this — the screen is bright and sharp,positive
"The button is comfortable, bt the fan is sluggish. Hard to recommend at this price.",negative
"It is light and easy to carry, but the app crashes on every launch. Very poor value.",negative
The battery dies in two hours and setup was a nightmare. Zero out of ten.,negative
"The app is simple to use, but the plastic feels cheap. Not worth the price.",negative
Complete waste of money. Really it overheats while charging. Avoid.,negative
Arrved in the original packaging. Delighted with this one. Really the screen is bright and sharp. No complaints at all.,positive
Arrived in the original packaging. The app crashes on every launch and the camera is blurry indoors. Would not buy it again.,negative
"The screen has dead pixels, but the screen is bright and sharp. Highly recommended.",positive
Setup took two minutes and it is light and easy to carry. Great value.,positive
It is light and easy to carry and the camera is sharp even at night. I would recommend it to anyone.,positive
My wife uses it more than I do. Terrible experience. Really the camera is blurry indoors. Asked for a refund.,negative
Ordered during the sale. The build quality feels solid and the battery lasts all day. Happy to recommend this one.,positive
Broke withn a week — support never replied 👎,negative
The price is the only good thing. it is far too heavy.,negative
So glad I bought it. Genuinely setup took two minutes. Happy to recommend this one.,positive
It isn't perfect but i love it. support replied within an hour.,positive
Worth every rupee. Seriously it fits perfectly. Ten out of ten.,positive
The battery is rough and the plastic feels cheap. Avoid.,negative
Save your money. Really the battery dies in two hours. Very poor value.,negative
Not worth it. setup was a nightmare.,negative
The build quality feels solid and the camera is sharp even at night. I would ecommend it to anyone.,positive
The battery dies in two hours and it does not fit at al. Would not buy it again.,negative
It overheats while charging and it overheats while charging. Never again.,negative
Arrived in the original packaging. Do not buy this. Seriouly the app crashes on every launch. Would not buy it again.,negative
"It does not fit at all, but support replied within an hour. Exactly as described.",positive
Cannot fault it. support rplied within an hour.,positive
"It is light and easy to carry, but delivery took three weeks. Asked for a refund.",negative
Arrived in the original packaging. Delivery arrived a day early and it is light and easy to cary. Very pleased.,positive
THE CAMERA IS SOLID AND THE BATTERY LASTS ALL DAY. HAPPY TO RECOMMEND THIS ONE.,positive
"Good idea, terrible execution. it is far too heavy.",negative
The battery dies in two hours and support never replied. Hard to recommend at this price.,negative
"Delivery arrived a day early, but delivery took three weeks. Deeply unimpressed.",positive
Very disappointed. it is far too heavy. Hard to recommend at this price.,negative
"The screen ha dead pixels, but the screen is bright and sharp. Recommend it without hesitation.",positive
Charging is fast and the app is simple to use. Ten out of ten.,positive
The price is the only good thing. support never replied.,negative
My wife uses it more than I do. Regret this purchase. the plastic feels cheap. Would not buy it again.,negative
"The packaging is rough, but the battery is sturdy. Ten out of ten.",positive
I wanted to love this. the plastic feels cheap.,negative
Doesn't disappoint. the build quality feels solid.,positive
Second one I have owned. Terrible experience. Absolutely the battery dies in two hours. Not worth the price.,negative
One star. setup was a nightmare. Deeply unimpressed.,negative
My wife uses it more than I do. One star — support never replied,negative
The plastic feels cheap and it is far too heavy. Avoid.,negative
Bought it last month. Broke within a week. Seriously it is far too heavy. Hard to recommend at this price.,negative
It fits perfectly and the build quality feels solid. Highly recommended.,positive
Arrived in the original packaging. Setup took two minutes and charging is fast. Recommend it without hesitation.,positive
"The stand is quick, but the packaging is sluggish. Asked for a refund.",positive
The screen is bright and sharp and the build quality feels solid. Highly reommended.,positive
"It does not fit at all, but setup took two minutes. Happy to recommend this one.",positive
Would not recommend. Honestly the battery dies in two hours. Zero out of ten.,negative
Very disappointed. Honestly the screen has dead pixels. Avoid.,negative
TERRIBLE EXPERIENCE. THE CAMERA IS BLURRY INDOORS. ASKED FOR A REFUND.,negative
One star. Genuinely the sound crackles at low volume. Asked for a refund.,negative
Worth every rupee. Genuinely delivery arrived a day early. Very pleased.,positive
"Charging is fast, but support never replied. Zero out of ten.",negative
"Not bad at all, actually. setup took two minutes.",positive
"The plastic feels cheap, but delivery arrived a day early. Would buy it again tomorrow.",positive
Arrived in the original packaging. Support replied within a hour and delivery arrived a day early. Great value.,positive
The plastic feels cheap and delivery took three weeks. Hard to recommend at this price.,negative
Exactly what I neeed. Seriously the sound is surprisingly good. Will buy again.,positive
Very disappointed. Honestly it overheats while charging. Zero out of ten.,negative
THE CAMERA IS SHARP EVEN AT NIGHT AND SETUP TOOK TWO MINUTES. HAPPY TO RECOMMEND THIS ONE.,positive
Worth every rupee. charging is fast. Recommend it without hesitation,positive
Best purchase this year. Absolutely the sound is surprisingly good. Will buy again.,positive
Regret this purchase. Honestly it overheats while charging. Deeply unimpressed.,negative
Works beautifully. Seriously the screen is bright and sharp. Highly recommended.,positive
FIVE STARS. REALLY DELIVERY ARRIVED A DAY EARLY. NO COMPLAINTS AT ALL.,positive
THE BUILD QUALITY FEELS SOLID AND THE BUILD QUALITY FEELS SOLID. I WOULD RECOMMEND IT TO ANYONE.,positive
Used it daily for two weeks. Worth every rupee — delivery arrived a day early,positive
"The app is fragile, but the stand is sturdy. Highly recommended.",positive
Would not recommend. the camera is blurry indoors. Deeply unimpressed.,negative
Five stars — the app is simple to use :),positive
Very disappointed — delivery took three weeks :(,negative
The build quality feels solid and the build quality feels solid. Highly recommended.,positive
"Support replied within an hour, but the sound crackles at low volume. Asked for a refund.",negative
Do not buy this. Honestly it overheats while charging. Hard to recommend at this price.,negative
Do not buy this. Absolutely setup was a nightmare. I cannot recommend it.,negative
The price is the only good thing. it does not fit at all.,negative
My wife uses it more than I do. Do not buy this. Honestly the plastic feels cheap. Asked for a refund.,positive
Very disappointed. Seriously the app crashes on every launch. Never again.,positive
Complete waste of money. the battery dies in two hours. Would not buy it again.,negative
"Not bad at all, actually. the screen is bright and sharp.",positive
"Comparing it with my old one. The screen has dead pixels, but the camera is sharp even at night. Ten out of ten.",positive
Regret this purchase — the battery dies in two hours :/,negative
The app is hopeless and the sound crackles at low volume. I cannot recommend it.,negative
"Nice box, broken product. theapp crashes on every launch.",negative
Ordered during the sale. Very disappointed. Genuinely setup was a nightmare. I cannot recommend it.,negative
THE PLASTIC FEELS CHEAP AND SUPPORT NEVER REPLIED. WOULD NOT BUY IT AGAIN.,negative
Worth every rupee. Honestly the screen is bright and sharp. Ten out of ten.,positive
Broke within a week. Seriously it does not fit at all. I cannot recommend it.,negative
"ARRIVED IN THE ORIGINAL PACKAGING. IT FITS PERFECTLY, BUT THE SCREEN HAS DEAD PIXELS. NOT WORTH THE PRICE.",negative
The price is the only good thing. it does not fit at all.,negative
Regret this purchase. Genuinely it overheats while charging. Asked for a refund.,negative
Returned it the same week. Absolutely it overheats while charging. I cannot recommend it.,negative
Delivery took three weeks and it overheats while charging. Never again.,negative
Absolutely love this. Genuinely the app is simple to use. Very pleased.,positive
"The screen is unreliable, but the fan is comfortable. Ten out of ten.",positive
"Support replied within an hour, but it does not fit at all. Asked for a refund.",negative
Delivery took three weeks and the sound crackles at low volume. Zero out of ten.,negative
The keyboard is sturdy and the screen is brght and sharp. Recommend it without hesitation.,positive
The app crashes on every launch and the sound crackles at low volume. I cannot recommend it.,negative
Not as described. the camera is blurry indoors.,negative
"The camera is premium, but the packaging is noisy. Never again.",negative
My wife uses it more than I do. So glad I bought t. Absolutely the screen is bright and sharp. Will buy again.,positive
"Used it daily for two weeks. The camera is sharp even at night, but the screen has dead pixels. Very poor value.",negative
"Support replied within an hour, but it overheas while charging. Never again.",negative
"Comparing it with my old one. The case is brilliant, but the case is overpriced. Would not buy it again.",negative
"Bought it last month. It overheats while charging, but charging is fast. Ten out of ten.",positive
Better than I expected — setup took two minutes,positive
Broke within a week. Really the sound crackles at low volume. Asked for a refund.,negative
Used it daily for two weeks. Better than I expected. Honestly it is light and easy to carry. Ten out of ten.,positive
"Delivery took three weeks, but the screen is bright and sharp. Would buy it again tomorrow.",positive
The scren has dead pixels and delivery took three weeks. Hard to recommend at this price.,negative
Regret this purchase. it is far too heavy. I cannot recommend it.,negative
"The app is premium, but the case is unreliable. Zero out of ten.",negative
"Nice box, broken product. delivery took three weeks.",negative
Comparing it with my old one. The sound crackles at lo volume and setup was a nightmare. Never again.,negative
RETURNED IT THE SAME WEEK. REALLY IT OVERHEATS WHILE CHARGING. AVOID.,negative
It isn't perfect but i love it. delivery arrived a day early.,positive
"The button is crisp, but the cable is rough. Would not buy it again.",negative
"The case is sturdy, but the app is clunky. I cannot recommend it.",negative
"Bought it last month. The camera is blurry indoors, but it fits perfectly. Would buy it again tomorrow.",positive
No problems so far. delivery arrived a day early.,positive
Absolutely love this. support replied within an hour. I would recommend it to anyone.,positive
"The sound crackles at low volume, but the screen is bright and sharp. No complaints at all.",positive
Bought it last month. Very disappointed. Really the battery dies in two hours. Deeply uimpressed.,negative
The battery dies in to hours and it overheats while charging. Never again.,negative
So gla I bought it. Genuinely the screen is bright and sharp. I would recommend it to anyone.,positive
Comparing it with my old one. Exactly what I needed. Absolutely support replied within an hour. Happy to recommend this one.,positive
Setup took two minutes and the screen is bright and sharp. Very pleased.,positive
Regret this purchase. the battery dies in two hours. I cannot recommend it.,negative
Ordered during the sale. Absolutely love this. Absolutely delivery arrived a day early. Exactly as described.,positive
"Bought it last month. The case is dim, but the button is comfortable. Will buy again.",positive
So glad I bought it. Absolutely it is light and easy to carry. Very pleased.,positive
Arrived in the original packaging. The screen is bright and sharp and delivery arrived a day early. I would recommend it to anyone.,positive
Complete waste of money. Seriously the screen has dead pixels. Asked for a refund.,negative
The app crashes on every launch and the battery dies in two hours. Asked for a refund.,negative
Bought it last month. It overheats while charging and the screen has dead pixels. I cannot recommend it.,negative
Worth every rupee. the screenis bright and sharp. Highly recommended.,positive
"The plastic feels cheap, but the build quality feels solid. Would buy it again tomorrow.",positive
Support replied within an hour and chrging is fast. Would buy it again tomorrow.,positive
Terrible experience. Honestly the sound crackles at low volume. Zero out of ten.,negative
It fits perfectly and it is light and easy to carry. Will buy again.,positive
Complete waste of money. it overheats while charging. Very poor value.,negative
"The speaker is cramped, but the keyboard is crisp. Happy to recommend this one.",positive
Absolutely love this. Honestly the app is simple to use. Exactly as described.,positive
"The charger is comfortable, but the keyboard is cramped. Not worth the price.",negative
Terrible experience. Really it does not fit at all. Very poor value.,negative
The app crashes on every launch and it overheats while charging. Very poor value.,negative
Terrible experience. Honestly it overheats while charging. Hard to recommend at this price.,negative
Save your money. Genuinely it is far too heavy. Avoid.,negative
"My wife uses it more than I do. Setup was a nightmare, but the screen is bright and sharp. Exactly as described.",positive
Ordered during te sale. Five stars — the battery lasts all day :),positive
The charger is faulty and delivery took three weeks. Deeply unimpressed.,negative
The camera is sharp even at night and the battery lasts all day. Very pleased.,positive
Arrived in the original packaging. Works beautifully. Absolutely the screen is bright and sharp. Happy to recommend this one.,positive
Comparing it with my old one. Broke within a week. Really the screen has dead pixels. Never again.,negative
Better than I expected. Absolutely charging is fast. Highly recommended.,positive
Save your money — the camera is blurry indoors :(,negative
"The sound is surprisingly gooood, but the screen has dead pixels. Deeply unimpressed.",negative
"My wife uses it more than I do. Looks great, works badly. the plastic feels cheap.",negative
Not as described. the app crashes on every launch.,negative
Comparing it with my old one. Not as described. delivery took three weeks.,negative
I wanted to love this. the screen has dead pixels.,negative
The cable is premium and charing is fast. Very pleased.,positive
Worth every rupee. Really it fits perfectly. Would buy it again tomorrow.,positive
Support replied within an hour and setup took two minutes. Great value.,positive
Broke within a week. Seriously the plastic feels cheap. Very poor value.,negative
Not as described. it overheats while charging.,negative
It is far too heavy and setup was a nightmare. I cannot recommend it.,negative
"The sound is surprisingly good, but it does not fit at all. Avoid.",negative
"Delivery took three weeks, but the battery lasts all day. Highly recommended.",positive
Exactly what I needed. Absolutely support replied within an hour. Ten out of ten.,positive
"The screen is bright and sharp, but the app crashes on every launch. Deeply unimpressed.",negative
The build quality feels solid and the build quality feels solid. Ten out of ten.,negative
Worth every rupee. the sound is surprisingly good. Great vlue.,positive
"The charger is brilliant, but the camera is sluggish. Avoid.",negative
Comparing it with my old one. Regret this purchase. Seriously setup was a nightmare. Very poor value.,negative
Would not recommend. Seriously the plastic feels cheap. Zero out of ten.,negative
The screen has dead pixels and setup was a nightmare. Hard to recommend at this price.,negative
Five stars. it fits perfectly. No complaints at all.,positive
"Support replied within an hour, but it does not fit at all. Very poor value.",negative
Five stars. Seriously support replied within an hour. Highly recommended.,positive
Broke within a week. Absolutely setup was a nightmare. Hard to recommend at this price.,negative
Works beautifully. delivery arrived a day early. Recommend it without hesitation.,positive
Exactly what I needed. the app is simple to use. Great value.,positive
Used it daily for two weeks. Regret this purchase. Genuinely the screen has dead pixels. Asked for a refund.,negative
Returned it the same week — the app crashes on every launch :/,negative
One star. Really the battery dies in two hours. Deply unimpressed.,negative
"USED IT DAILY FOR TWO WEEKS. THE STAND IS UNRELIABLE, BUT THE CHARGER IS RELIABLE. GREAT VALUE.",positive
Broke within a week. Honestly the app cashes on every launch. Would not buy it again.,negative
THE SOUND IS SURPRISINGLY GOOD AND THE SCREEN IS BRIGHT AND SHARP. VERY PLEASED.,positive
"Comparing it with my old one. It is light and easy to carry, but the battery dies in two hours. Very poor value.",negative
"Used it daily for two weeks. It is light and easy to carry, but the battery dies in two hours. Never again.",negative
"Second one I have owned. Delivery took three weeks, but delivery arrived a day early. No complaints at all.",positive
Very disappointed. Genuinely it overheats while chargig. Avoid.,negative
"Arrived in the original packaging. The battery is crisp, but the battery is noisy. Not worth the price.",negative
"Arrived in the original packaging. The camera is blurry indoors, but the camera is sharp even at night. No complaints at all.",positive
The cable is hopeles and it is far too heavy. Avoid.,negative
Complete waste of money. the screen has dead pixels. Not worth the price.,negative
"Good idea, terrible execution. delivery took three weeks.",negative
"Bought it last month. Not bad at all, actually. it fits perfectly.",positive
Delivery took three weeks and the battery dies in two hours. Never again.,negative
It overheats while charging and setupwas a nightmare. Not worth the price.,positive
The screen is bright and sharp and the sound is surprisingly good. Recommend it without hesitation.,positive
"Delivery arrived a day early, but the camera is blurry indoors. Avoid.",negative
Support replied within an hour and the battery lasts all day. Happy to recommend this one.,positive
The screen has dead pixels and the app crashes on every launch. Very poor value.,negative
Used it daily for two weeks. The app is comfortable and the ap is simple to use. Ten out of ten.,positive
Comparing it with my old one. Doesn' disappoint. it fits perfectly.,positive
The camera is crisp and charging is fast. I would recommend it to anyone.,positive
Works beautifully. Absolutely it is light and easy to carry. Will buy again.,positive
Comparin it with my old one. Works beautifully. Really the sound is surprisingly good. Will buy again.,positive
Ordered during the sale. Not worth it. the plastic feels cheap.,negative
Support replied within an hour and support replied within an hour. Will buy again.,positive
It fits perfectly and it fits perfectly. Exactly as described.,positive
Setup was a nightmre and it overheats while charging. Not worth the price.,negative
Very disappinted. Genuinely it is far too heavy. Deeply unimpressed.,negative
"The plastic feels cheap, but the build quality feels solid. Would buy it again tomorrow.",positive
It fits perfectly ad it is light and easy to carry. No complaints at all.,positive
Broke within a week. Absolutely the plastic feels cheap. Not worth the price.,negative
Delivery took three week and delivery took three weeks. Deeply unimpressed.,negative
"The app is simple to use, but the screen has dead pixels. Hard to recommend at this price.",negative
"The camera is blurry indoors, but the battery lasts all day. No complaits at all.",positive
Broke within a week. Honestly delivery took three weeks. Deeply unimpressed.,negative
Broke within a week. Honestly it does not fit at all. Avoid.,negative
Arrived in the original packaging. The price is the only gooood thing. the plastic fels cheap.,negative
EXACTLY WHAT I NEEDED. ABSOLUTELY IT IS LIGHT AND EASY TO CARRY. VERY PLEASED.,positive
Worth every rupee. Really support replied within an hour. Highly recommended.,positive
"Used it daily for two weeks. The speaker is dim, but the fan is generous. Exactly as described.",positive
Returned it the same week. Seriously it is far too heavy. I cannot recommend it.,negative
One star. Honestly it overheats while charging. Very poor value.,negative
"The camera is blurry indoors, but the sound is surprisingly good. Would buy it again tomorrow.",negative
Bought it last month. Support never replied and it overheats while charging. Very poor value.,negative
Bought it last month. Complete waste of money. Really support never replied. Hard to recommend at this price.,negative
"It fits perfectly, but it overheats while charging. Not worth the price.",negative
Returned it the same week — the screen has dead pixels :/,negative
"Ordered during the sale. The screen is bright and sharp, ut the battery dies in two hours. Very poor value.",negative
"It fits perfectly, but the app crashes on every launch. Deeply unimpressed.",negative
One star. Genuinel it is far too heavy. Zero out of ten.,negative
The app is simple to use and the app is simple to use. Recommend it without hesitation.,positive
The battery lasts all day and the app is simple to use. Recommend it without hesitation.,positive
Used it daily for two weeks. Charging is fast and delivery arrived a day early. Highly recommended.,positive
Never had an isue. setup took two minutes.,positive
I wanted to love this. the app crashes on every launch.,negative
Ordered during the sale. The plastic feels cheap and the plastic feels cheap. Not worth the price.,negative
"Good idea, terrible execution. support never replied.",negative
Save your money. Really support never replied. Asked for a reund.,negative
Terrible experience. Honestly it is far too heavy. Would not buy it again.,negative
Complete waste of money. Absolutely it is far too heavy. Avoid.,negative
Ordered during the sale. Charging is fast and it fits perfectly. Exactly as described.,positive
Comparing it with my old one. It fits perfectly and the app is simple to use. Exactly as described.,positive
The battery lasts all day and the camera is sharp even at night. I would recommend it to anyone.,positive
Exactly what I needed. Honestly the camera is sharp even at night. No complaints at all.,positive
Terrible experience. Seriously the plastic feels cheap. Zero out of ten.,negative
Comparing it with my old one. Hardly any complaints. it fits perfectly.,positive
"Comparing it with my old one. The packaging is responsive, but the stand is faulty. Very poor value.",negative
Arrived in the original packaging. The app crashes on every launch and the app crashes on every launch. Asked for a refund.,negative
"The app is brilliant, but the keyboard is fragile. Nver again.",negative
Broke within a week. Genuinely delivery took three weks. Would not buy it again.,negative
"Comparing it with my old one. Support replied within an hour, but the battery dies in two hours. Not worth the price.",negative
Save your money — delivery took three weeks :(,negative
Used it daily for two weeks. Support replied within an hour and the sound is surprisingly good. No complaints at all.,positive
Absolutely love this. Honestly delivery arrived a day early. Ten out often.,positive
The app is simple to use and the camera is sharp even at night. Recommend it without hesitation.,positive
The screen is flimsy and delivery tookthree weeks. Very poor value.,negative
It fits perfectly and the sound is surprisingly good. Will buy again.,negative
Best purchase this year. Seriously the screen is bright and sharp. Happy to recommend this one.,positive
Works beautifully — it is light and easy to carry :),positive
Ordered during the sale. It is light and easy to carry and the screen is bright and sharp. Ten out of ten.,positive
Arrived in the original packaging. Works beautifully. Absolutely the sound is surprisingly good. Will buy again.,positive
Better than I expected. Honestly setup took two minutes. Will buy again.,positive
"Bought it last month. It is far too heavy, but charging is fast. No complaints at all.",positive
Bought it last month. Best purchase this year. Genuinely the app is simple to use. Ten out of ten.,positive
"The battery dies in two hours, but charging is fast. Ten out of ten.",positive
"The screen is bright and sharp, but support never replied. Never again.",negative
NOT AS DESCRIBED. THE PLASTIC EELS CHEAP.,negative
Really happy with it. Absolutely the camera is sharp even at night. Ten out of ten.,positive
Works beautifully — the app is simple to use :D,positive
Hardly any complaints. the screen is bright and sharp.,positive
Works beautifully. Genuinely the build quality feels solid. Great value.,positive
Complete waste of money. Really the plastic feels cheap. Very poor value.,negative
Do not buy this. Honestly it overheats while charging. Never again.,negative
The charger is overpriced and delivery took three weeks. Asked for a refund.,negative
"My wife uses it more than I do. Setup was a nightmare, but the app is simple to use. Recommend it without hesitation.",positive
Ordered during the sale. The sound crackles at low volume and the screen has dead pixels. Asked for a refund.,negative
Used it daily for two weeks. The price is the only good thing. the battery dies in two hours.,negative
"Delivery arrived a day early, but the camera is blurry indoors. Hard torecommend at this price.",negative
Five stars. Really it fits perfectly. Exactly as described.,positive
It is far too heavy and the screen has dead pixels. Very poor value.,negative
Terrible experience. Seriously setup was a nightmare. Very poor value.,negative
Bought it last month. Terrible experience. Seriously the batery dies in two hours. Never again.,negative
Comparing it with my old one. Returned it the same week. Genuinely the plastic feels cheap. Asked for a refund.,negative
IT DOES NOT FIT AT ALL AND IT S FAR TOO HEAVY. DEEPLY UNIMPRESSED.,negative
Would not recommend. delivery took three weeks. Not worth the price.,negative
Do not buy this. Seriously it overheats while charging. Very poor value.,negative
Absolutely love this. Honestly the screen is bright and sharp. Recommend it without hesitation.,positive
Returned t the same week. it does not fit at all. I cannot recommend it.,negative
"Nic box, broken product. setup was a nightmare.",negative
ARRIVED IN THE ORIGINAL PACKAGING. COMPLETE WASTE OF MONEY. SERIOUSLY TE BATTERY DIES IN TWO HOURS. NEVER AGAIN.,negative
The app is simple to use and the app is simple to use. Recommend it without hesitation.,positive
Best purchase this year. it is light and easy to carry. Recommend it without hesitation.,positive
"The screen is bright and sharp, but it does not fit at all. I cannot recommend it.",negative
So gla I bought it. Absolutely charging is fast. No complaints at all.,positive
"Arrived in the original packaging. The app crashes on every launch, but the camera is sharp even at night. Very pleased.",positive
"It overheats while charging, but delivery arrived a day early. Very pleased.",positive
Comparing it with my old one. Very disappointed. delivery took three weeks. Avoid.,negative
"Comparing it with my old one. It is far too heavy, but it fits perfectly. Very pleased.",positive
STUP WAS A NIGHTMARE AND SETUP WAS A NIGHTMARE. DEEPLY UNIMPRESSED.,negative
I wanted to love this. support never replied.,negative
The camera is brilliant and the app is simple to use. Recommend it without hesitation.,positive
My wife uses it more than I do. Does not do what it promises. it does not fit at all.,negative
Five stars. Seriously charging is fast. Happy to recommend this one.,positive
Five stars. the build quality feels solid. Would buy it agai tomorrow.,positive
"THE BATTERY DIES IN TWO HOURS, BUT IT IS LIGHT AND EASY TO CARRY. HAPPY TO RECOMMEND THIS ONE.",positive
"The camera is responsive, but thekeyboard is unreliable. Very poor value.",negative
It fits perfectly and the sound is surprisingly good. Very pleased.,positive
"My wife uses it more than I do. The screen is bright and sharp, but support never replied. Deeply unimpressed.",negative
Used it daily for two weeks. The build quality feels solid and it is light and easy to carry. Happy to recommend this one.,positive
"It does not fit at all, but delivery arrived a day early. Very pleased.",positive
"Good idea, terrible execution. the screen has dead pixels.",negative
The sound crackles at low volume and the plastic feels cheap. Deeply unimpressed.,negative
Worth every rupee. Honestly delivery arrived a day early. Great value.,positive
The camera is sharp even at night and it fits perfectly. Great vlue.,positive
I as ready to hate it and i don't. the sound is surprisingly good.,positive
THE PLASTIC FEELS CHEAP AND DELIVERY TOOK THREE WEEKS. DEEPLY UNIMPRESSED.,negative
Exactly what I needed. Seriously it fits perfectly. Will buy again.,positive
One star. Seriously the sound crackles at low volume. Never again.,negative
Bought it last month. The cable is dim and the plastic feels cheap. Very poor value.,negative
Bought it last month. The sound crackles at low volume and the camera is blurry indoors. Deeply unimpressed.,negative
"Arrived in the original packaging. The battery lasts all day, but it overheats while charging. Very poor value.",negative
"Looks great, works badly. it does not fit at all.",negative
I was ready to hate it and i don't. charging is fast.,negative
"The battery dies in two hours, but delivery arrived a day early. Exactly as described.",positive
Delighted with this one — it is light and easy to carry :D,positive
"Setup took two minutes, but the app crashes on every launch. Avoid.",negative
Delighted with this one. Honestly it fits perfectly. No complaints at all.,positive
The button s crisp and the sound is surprisingly good. Great value.,positive
"The cable is awkward, but the stand is quiet. I would recommend it to anyone.",positive
"The screen has dead pixels, but support replied within an hour. appy to recommend this one.",positive
THE CABLE IS RELIABLE AND THE APP IS SIMPLE TO USE. TEN OUT OF TEN.,positive
"Second one I have owned. Nice box, broken product. it overheats while charging.",negative
Absolutely love this. the build quality feel solid. Great value.,positive
It is far too heavy and it does not fit at all. Never again.,negative
My wife uses it more than I do. Worth every rupee. Genuinely it fits perfectly. I would recommend it to anyone.,positive
Used it daily for two weeks. Works beautifully. Absolutely the build quality feels solid. Happy to recommend this one.,negative
Delighted with this one. Seriously it is light and easy to carry. I would recommend it to anyone.,positive
"The screen has dead pixels, but the screen is bright and sharp. No complaints at all.",positive
Complete waste of money. Genuinely it does not fit at all. Hard to recommend at this price.,negative
The keyboard is awkward and it is far too heavy. Deeply unimpressed.,negative
Comparing it with my old one. It does not fit at all and the sound crackles at low volume. void.,negative
Five stars. Genuinely the build quality feels solid. Recommend it without hesitation.,positive
Setup was a nightmare and the plastic feels cheap. Asked for a refund.,negative
"It is light and easy to carry, but the sound crackles at low volume. Hard to recommend at this price.",negative
Second one I have owned. It does not fit at all and the camera is blurry indoors. Hard to recommend at this price.,negative
"The app crashes on every launch, but delivery arrived a day early. Happy to recommend this one.",positive
Regret this purchase — it does not fit at all,negative
"Setup took two minutes, but the plastic feels cheap. Asked for a refund.",negative
The finish is generous and the build quality feels solid. Would buy it again tomorrow.,positive
My wife uses it more than I do. Doesn't disappoint. delivery arrived a day early.,positive
Better than I expected. Seriously the screen is bright and sharp. Would buy it again tomorrow.,positive
"Ordered during the sale. It is far too heavy, but charging is fast. Very pleased.",positive
Returned it the same week. Genuinely delivery took three weeks. Hard to recommend at this price.,negative
